#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","upec-84",,"PDT000042452.1","2014-11-13T19:04:01Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802179","GCA_000776215.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-76",,"PDT000042453.1","2014-11-13T19:04:15Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802170","GCA_000776235.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-99",,"PDT000042454.1","2014-11-13T19:04:33Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802195","GCA_000776255.1","aac(3)-IId,aac(6')-Ib-cr5,aadA5,aph(3')-Ia,blaCTX-M-15,blaEC,blaOXA,catB3,dfrA14,dfrA17,mph(A),qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","upec-82",,"PDT000042455.1","2014-11-13T19:04:44Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802177","GCA_000776285.1","aph(3'')-Ib,aph(6)-Id,blaCTX-M-14,blaEC,blaTEM-1,dfrA14,mph(A),sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","upec-57",,"PDT000042456.1","2014-11-13T19:04:57Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802149","GCA_000776275.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-98",,"PDT000042457.1","2014-11-13T19:05:09Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802194","GCA_000776315.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-69",,"PDT000042458.1","2014-11-13T19:05:34Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802162","GCA_000776335.1","aac(3)-IId,aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","upec-83",,"PDT000042459.1","2014-11-13T19:05:43Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802178","GCA_000776355.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-73",,"PDT000042460.1","2014-11-13T19:05:58Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802167","GCA_000776375.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-97",,"PDT000042461.1","2014-11-13T19:06:11Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802193","GCA_000776395.1","aac(3)-IId,aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","upec-79",,"PDT000042462.1","2014-11-13T19:06:26Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802173","GCA_000776415.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","upec-95",,"PDT000042463.1","2014-11-13T19:06:36Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802191","GCA_000776435.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-85",,"PDT000042464.1","2014-11-13T19:06:55Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802180","GCA_000776455.1","aph(3')-Ia,blaEC-5,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-72",,"PDT000042465.1","2014-11-13T19:07:07Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802166","GCA_000776475.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-60",,"PDT000042466.1","2014-11-13T19:07:17Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802153","GCA_000776505.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-88",,"PDT000042467.1","2014-11-13T19:07:45Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802183","GCA_000776535.1","aac(3)-II,aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul2,tet","PDG000000004.1583"
"E.coli and Shigella","upec-74",,"PDT000042469.1","2014-11-13T19:08:37Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802168","GCA_000776595.1","aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul2","PDG000000004.1583"
"E.coli and Shigella","upec-65",,"PDT000042470.1","2014-11-13T19:08:58Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802158","GCA_000776615.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","upec-89",,"PDT000042471.1","2014-11-13T19:09:09Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802184","GCA_000776635.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-75",,"PDT000042472.1","2014-11-13T19:09:23Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802169","GCA_000776655.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-59",,"PDT000042473.1","2014-11-13T19:09:40Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802151","GCA_000776675.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-93",,"PDT000042474.1","2014-11-13T19:09:59Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802189","GCA_000776695.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","upec-229",,"PDT000042475.1","2014-11-13T19:10:17Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802052","GCA_000776715.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","upec-94",,"PDT000042476.1","2014-11-13T19:10:36Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802190","GCA_000776735.1","blaEC,blaTEM,dfrA5","PDG000000004.1583"
"E.coli and Shigella","upec-87",,"PDT000042477.1","2014-11-13T19:10:47Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802182","GCA_000776745.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA1,qacEdelta1,sat2,sul1","PDG000000004.1583"
"E.coli and Shigella","upec-56",,"PDT000042478.1","2014-11-13T19:11:03Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802148","GCA_000776775.1","aadA5,blaEC,blaTEM-1,dfrA17,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","upec-9",,"PDT000042479.1","2014-11-13T19:11:22Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802185","GCA_000776795.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","upec-70",,"PDT000042480.1","2014-11-13T19:11:40Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802164","GCA_000776815.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-90",,"PDT000042481.1","2014-11-13T19:11:49Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802186","GCA_000776835.1","aadA5,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","upec-91",,"PDT000042482.1","2014-11-13T19:12:06Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802187","GCA_000776855.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-54",,"PDT000042483.1","2014-11-13T19:13:37Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802146","GCA_000776925.1","aac(3)-IId,blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-55",,"PDT000042484.1","2014-11-13T19:13:53Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802147","GCA_000776915.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-51",,"PDT000042485.1","2014-11-13T19:14:06Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802143","GCA_000776965.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-53",,"PDT000042486.1","2014-11-13T19:14:21Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802145","GCA_000776935.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA1,sat2,sul2,tet(A),tet(B)","PDG000000004.1583"
"E.coli and Shigella","upec-50",,"PDT000042487.1","2014-11-13T19:14:32Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802142","GCA_000776995.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-48",,"PDT000042488.1","2014-11-13T19:14:46Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802139","GCA_000777025.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-45",,"PDT000042489.1","2014-11-13T19:15:09Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802136","GCA_000777065.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-41",,"PDT000042490.1","2014-11-13T19:15:48Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802132","GCA_000777095.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-43",,"PDT000042491.1","2014-11-13T19:16:01Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802134","GCA_000777105.1","blaEC-5,blaTEM-1,sul2","PDG000000004.1583"
"E.coli and Shigella","upec-40",,"PDT000042492.1","2014-11-13T19:16:15Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802131","GCA_000777135.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-4",,"PDT000042493.1","2014-11-13T19:16:31Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802130","GCA_000777155.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-39",,"PDT000042494.1","2014-11-13T19:16:43Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802129","GCA_000777165.1","blaEC-5,blaTEM,sul2","PDG000000004.1583"
"E.coli and Shigella","upec-38",,"PDT000042495.1","2014-11-13T19:16:54Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802128","GCA_000777195.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-36",,"PDT000042496.1","2014-11-13T19:17:03Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802126","GCA_000777215.1","aadA2,blaCARB-2,blaEC,catA1,qacEdelta1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","upec-37",,"PDT000042497.1","2014-11-13T19:17:16Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802127","GCA_000777235.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","upec-34",,"PDT000042498.1","2014-11-13T19:17:39Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802124","GCA_000777265.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-33",,"PDT000042499.1","2014-11-13T19:17:56Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802123","GCA_000777285.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-31",,"PDT000042500.1","2014-11-13T19:18:23Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802121","GCA_000777325.1","aadA2,blaCARB-2,blaEC,dfrA16,ere(A),qacE,tet(B)","PDG000000004.1583"
"E.coli and Shigella","upec-30",,"PDT000042501.1","2014-11-13T19:18:37Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802120","GCA_000777355.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-3",,"PDT000042502.1","2014-11-13T19:18:59Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802119","GCA_000777375.1","aadA1,blaCTX-M-14,blaEC,blaTEM-1,dfrA1,sat2,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","upec-29",,"PDT000042503.1","2014-11-13T19:19:18Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802118","GCA_000777395.1","aph(3'')-Ib,blaEC,blaTEM-1,catA1,dfrA17","PDG000000004.1583"
"E.coli and Shigella","upec-289",,"PDT000042504.1","2014-11-13T19:19:31Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802117","GCA_000777415.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","upec-288",,"PDT000042505.1","2014-11-13T19:19:47Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802116","GCA_000777435.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-287",,"PDT000042506.1","2014-11-13T19:19:56Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802115","GCA_000777455.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","upec-286",,"PDT000042507.1","2014-11-13T19:20:06Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802114","GCA_000777475.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA1,sat2,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","upec-285",,"PDT000042508.1","2014-11-13T19:20:23Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802113","GCA_000777495.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-284",,"PDT000042509.1","2014-11-13T19:20:34Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802112","GCA_000777515.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-282",,"PDT000042510.1","2014-11-13T19:20:50Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802110","GCA_000777535.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-281",,"PDT000042511.1","2014-11-13T19:20:58Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802109","GCA_000777555.1","aac(3)-IId,blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-28",,"PDT000042512.1","2014-11-13T19:21:17Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802107","GCA_000777585.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-277",,"PDT000042513.1","2014-11-13T19:21:37Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802104","GCA_000777605.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-276",,"PDT000042514.1","2014-11-13T19:21:51Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802103","GCA_000777625.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-274",,"PDT000042515.1","2014-11-13T19:22:21Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802101","GCA_000777655.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-273",,"PDT000042516.1","2014-11-13T19:22:34Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802100","GCA_000777675.1","aac(3)-IIa,aac(6')-Ib-cr5,aadA5,aph(3'')-Ib,aph(6)-Id,blaCTX-M-15,blaEC,blaOXA-1,catB3,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","upec-271",,"PDT000042517.1","2014-11-13T19:23:05Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802099","GCA_000777695.1","aac(3)-IId,aadA5,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1583"
"E.coli and Shigella","upec-269",,"PDT000042518.1","2014-11-13T19:23:15Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802096","GCA_000777735.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-266",,"PDT000042519.1","2014-11-13T19:24:24Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802093","GCA_000777815.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-265",,"PDT000042520.1","2014-11-13T19:24:37Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802092","GCA_000777835.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","upec-259",,"PDT000042523.1","2014-11-13T19:25:41Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802085","GCA_000777945.1","aac(3)-IId,blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-258",,"PDT000042524.1","2014-11-13T19:26:06Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802084","GCA_000777975.1","blaEC-5,blaTEM-1,sul2","PDG000000004.1583"
"E.coli and Shigella","upec-256",,"PDT000042525.1","2014-11-13T19:26:22Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802082","GCA_000777995.1","aadA5,blaEC,blaTEM-1,dfrA17,mph(A),qacEdelta1,sul1,tet(B)","PDG000000004.1583"
"E.coli and Shigella","upec-255",,"PDT000042527.1","2014-11-13T19:26:44Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802081","GCA_000778035.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-254",,"PDT000042528.1","2014-11-13T19:26:58Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802080","GCA_000778055.1","blaEC,blaTEM-1,catA1,sul2","PDG000000004.1583"
"E.coli and Shigella","upec-253",,"PDT000042529.1","2014-11-13T19:27:09Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802079","GCA_000778075.1","blaEC-5,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-251",,"PDT000042530.1","2014-11-13T19:27:25Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802077","GCA_000778095.1","blaEC-5,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-250",,"PDT000042531.1","2014-11-13T19:27:37Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802076","GCA_000778105.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA5,sul2","PDG000000004.1583"
"E.coli and Shigella","upec-248",,"PDT000042533.1","2014-11-13T19:28:13Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802073","GCA_000778175.1","aac(3)-IId,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-244",,"PDT000042534.1","2014-11-13T19:28:41Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802069","GCA_000778215.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-243",,"PDT000042535.1","2014-11-13T19:28:52Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802068","GCA_000778235.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-239",,"PDT000042536.1","2014-11-13T19:29:17Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802063","GCA_000778275.1","aadA1,blaEC,dfrA1,sat2","PDG000000004.1583"
"E.coli and Shigella","upec-24",,"PDT000042537.1","2014-11-13T19:29:31Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802064","GCA_000778285.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-238",,"PDT000042538.1","2014-11-13T19:29:42Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802062","GCA_000778315.1","aadA5,blaEC,dfrA17,sul2","PDG000000004.1583"
"E.coli and Shigella","upec-237",,"PDT000042539.1","2014-11-13T19:29:54Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802061","GCA_000778335.1","blaEC-5,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-236",,"PDT000042540.1","2014-11-13T19:30:08Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802060","GCA_000778355.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-235",,"PDT000042541.1","2014-11-13T19:30:21Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802059","GCA_000778375.1","blaEC","PDG000000004.1583"
"E.coli and Shigella","upec-233",,"PDT000042542.1","2014-11-13T19:30:30Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802057","GCA_000778395.1","aph(3'')-Ib,aph(6)-Id,blaEC,dfrA14,sul2","PDG000000004.1583"
"E.coli and Shigella","upec-232",,"PDT000042543.1","2014-11-13T19:30:39Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802056","GCA_000778415.1","blaEC-5","PDG000000004.1583"
"E.coli and Shigella","upec-230",,"PDT000042544.1","2014-11-13T19:30:52Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802054","GCA_000778435.1","aadA1,blaEC-5,blaTEM-1,dfrA1,qacEdelta1,sul1","PDG000000004.1583"
"E.coli and Shigella","upec-209",,"PDT000042545.1","2014-11-13T20:01:43Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802030","GCA_000778465.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA14,sul2,tet(B)","PDG000000004.1583"
"E.coli and Shigella","upec-207",,"PDT000042546.1","2014-11-13T20:01:57Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802028","GCA_000778485.1","aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA12,mph(A),qacEdelta1,sul1,sul2","PDG000000004.1583"
"E.coli and Shigella","upec-212",,"PDT000042547.1","2014-11-13T20:02:09Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802034","GCA_000778475.1","blaEC,blaTEM-1","PDG000000004.1583"
"E.coli and Shigella","upec-205",,"PDT000042548.1","2014-11-13T20:02:28Z","USA: WA","patient with urinary tract infection","clinical","Homo sapiens",,,,"SAMN02802026","GCA_000778545.1","aadA5,blaEC,dfrA17,sul2","PDG000000004.1583"
